"district","Mes","indicator","instrument1","instrument2","num1","num2","rate_ratio","lo","hi","data_quality","concordance_oldversion"
"Manica","Feb","Tratados_ACTs","RMUS","SIS_MA",2967,2967,1,0.95006545238566,1.05255906052467,"high",0
"Manica","Jul","Tratados_ACTs","RMUS","SIS_MA",1283,1283,1,0.924811286939646,1.08130168189141,"high",0
"Manica","Jun","Tratados_ACTs","RMUS","SIS_MA",1844,1844,1,0.936981591387715,1.06725682680591,"high",0
"Manica","May","Tratados_ACTs","RMUS","SIS_MA",4407,5007,1.13614703880191,1.09085201688869,1.18335395569003,"high",-0.136147038801906
"Muanza","Jul","Tratados_ACTs","RMUS","SIS_MA",295,295,1,0.848067167849577,1.17915188549944,"high",0
"Muanza","Jun","Tratados_ACTs","RMUS","SIS_MA",608,648,1.06578947368421,0.952659276630205,1.19247547321217,"high",-0.0657894736842105
"Muanza","May","Tratados_ACTs","RMUS","SIS_MA",301,612,2.03322259136213,1.76827670099455,2.34188025463089,"low",-1.03322259136213
"Nhamatanda","Feb","Tratados_ACTs","RMUS","SIS_MA",709,709,1,0.899861910307589,1.11128161837429,"high",0
"Nhamatanda","Jul","Tratados_ACTs","RMUS","SIS_MA",28,52,1.85714285714286,1.1514774114046,3.05396744477798,"medium",-0.857142857142857
"Nhamatanda","Jun","Tratados_ACTs","RMUS","SIS_MA",1488,1488,1,0.930038107496394,1.07522475900685,"high",0
"Nhamatanda","Mar","Tratados_ACTs","RMUS","SIS_MA",525,756,1.44,1.28655220984223,1.6126905878737,"low",-0.44
"Nhamatanda","May","Tratados_ACTs","RMUS","SIS_MA",1566,1566,1,0.931756531140143,1.07324173920879,"high",0
"Gondola","Jul","Obitos","RMUS","SIS_MA",2,2,1,0.0724849535819557,13.7959666190493,"high",0
"Gondola","Jun","Obitos","RMUS","SIS_MA",1,1,1,0.0127393670836666,78.4968353162628,"high",0
"Gondola","Mar","Obitos","RMUS","SIS_MA",3,3,1,0.13393758817773,7.46616400672407,"high",0
"Gondola","May","Obitos","RMUS","SIS_MA",2,2,1,0.0724849535819557,13.7959666190493,"high",0
"Muanza","Mar","Obitos","RMUS","SIS_MA",1,1,1,0.0127393670836666,78.4968353162628,"high",0
"Muanza","May","Obitos","RMUS","SIS_MA",3,3,1,0.13393758817773,7.46616400672407,"high",0
"Nhamatanda","Apr","Obitos","RMUS","SIS_MA",4,4,1,0.186257590850785,5.36890870021573,"high",0
"Nhamatanda","Jun","Obitos","RMUS","SIS_MA",1,1,1,0.0127393670836666,78.4968353162628,"high",0
"Nhamatanda","Mar","Obitos","RMUS","SIS_MA",3,3,1,0.13393758817773,7.46616400672407,"high",0
